Date : 2022-07-08 20:10:55
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme
Total : 133 files,  10354 codes, 1173 comments, 840 blanks, all 12367 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| Dart               |         54 |      5,397 |      1,004 |        606 |      7,007 |
| JSON               |         20 |      3,546 |          0 |          6 |      3,552 |
| Svelte             |         23 |        803 |          4 |         67 |        874 |
| XML                |          9 |        129 |         46 |         11 |        186 |
| Groovy             |          3 |         97 |          3 |         22 |        122 |
| YAML               |          4 |         87 |         52 |         24 |        163 |
| Markdown           |          3 |         59 |         34 |         49 |        142 |
| JavaScript         |          4 |         59 |          3 |          7 |         69 |
| Python             |          2 |         49 |         17 |         25 |         91 |
| CSS                |          1 |         38 |          0 |          7 |         45 |
| HTML               |          1 |         31 |          0 |          1 |         32 |
| TypeScript         |          4 |         20 |          3 |          7 |         30 |
| Swift              |          1 |         15 |          0 |          4 |         19 |
| JSON with Comments |          1 |         15 |          6 |          1 |         22 |
| Properties         |          2 |          8 |          1 |          2 |         11 |
| C++                |          1 |          1 |          0 |          1 |          2 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                                                           | files      | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                                                              |        133 |     10,354 |      1,173 |        840 |     12,367 |
| .dart_tool                                                                                                                                                                     |          4 |         63 |         70 |         32 |        165 |
| .dart_tool/flutter_gen                                                                                                                                                         |          4 |         63 |         70 |         32 |        165 |
| .dart_tool/flutter_gen/gen_l10n                                                                                                                                                |          3 |         61 |         69 |         31 |        161 |
| budgetme_mobileapp                                                                                                                                                             |         87 |      6,003 |      1,053 |        668 |      7,724 |
| budgetme_mobileapp/android                                                                                                                                                     |         13 |        216 |         48 |         33 |        297 |
| budgetme_mobileapp/android/app                                                                                                                                                 |          9 |        170 |         47 |         22 |        239 |
| budgetme_mobileapp/android/app/src                                                                                                                                             |          7 |         65 |         44 |          9 |        118 |
| budgetme_mobileapp/android/app/src/debug                                                                                                                                       |          1 |          5 |          3 |          1 |          9 |
| budgetme_mobileapp/android/app/src/main                                                                                                                                        |          5 |         56 |         38 |          7 |        101 |
| budgetme_mobileapp/android/app/src/main/res                                                                                                                                    |          4 |         26 |         32 |          6 |         64 |
| budgetme_mobileapp/android/app/src/main/res/drawable                                                                                                                           |          1 |          4 |          7 |          2 |         13 |
| budgetme_mobileapp/android/app/src/main/res/drawable-v21                                                                                                                       |          1 |          4 |          7 |          2 |         13 |
| budgetme_mobileapp/android/app/src/main/res/values                                                                                                                             |          1 |          9 |          9 |          1 |         19 |
| budgetme_mobileapp/android/app/src/main/res/values-night                                                                                                                       |          1 |          9 |          9 |          1 |         19 |
| budgetme_mobileapp/android/app/src/profile                                                                                                                                     |          1 |          4 |          3 |          1 |          8 |
| budgetme_mobileapp/android/gradle                                                                                                                                              |          1 |          5 |          1 |          1 |          7 |
| budgetme_mobileapp/android/gradle/wrapper                                                                                                                                      |          1 |          5 |          1 |          1 |          7 |
| budgetme_mobileapp/ios                                                                                                                                                         |          8 |        235 |          2 |         11 |        248 |
| budgetme_mobileapp/ios/Runner                                                                                                                                                  |          7 |        228 |          2 |         11 |        241 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets                                                                                                                                  |          3 |        148 |          0 |          4 |        152 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                               |          1 |        122 |          0 |          1 |        123 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                             |          2 |         26 |          0 |          3 |         29 |
| budgetme_mobileapp/ios/Runner/Base.lproj                                                                                                                                       |          2 |         64 |          2 |          2 |         68 |
| budgetme_mobileapp/lib                                                                                                                                                         |         61 |      5,418 |        935 |        576 |      6,929 |
| budgetme_mobileapp/lib/l10n                                                                                                                                                    |         10 |         82 |          0 |          1 |         83 |
| budgetme_mobileapp/lib/src                                                                                                                                                     |         49 |      5,185 |        874 |        552 |      6,611 |
