Date : 2022-07-11 13:50:59
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme
Total : 229 files,  26644 codes, 2493 comments, 2607 blanks, all 31744 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| Dart               |        136 |     11,875 |      2,145 |      1,967 |     15,987 |
| JSON               |         23 |     10,255 |          0 |         18 |     10,273 |
| JavaScript         |          4 |      2,857 |        178 |        303 |      3,338 |
| Svelte             |         23 |        781 |          4 |         62 |        847 |
| Markdown           |          9 |        289 |         34 |        137 |        460 |
| YAML               |          7 |        180 |         51 |         38 |        269 |
| XML                |          9 |        129 |         46 |         11 |        186 |
| Groovy             |          3 |         97 |          3 |         22 |        122 |
| Python             |          2 |         49 |         17 |         25 |         91 |
| TypeScript         |          5 |         41 |          4 |          9 |         54 |
| CSS                |          2 |         39 |          2 |          7 |         48 |
| Swift              |          1 |         15 |          0 |          4 |         19 |
| JSON with Comments |          1 |         15 |          8 |          0 |         23 |
| HTML               |          1 |         13 |          0 |          1 |         14 |
| Properties         |          2 |          8 |          1 |          2 |         11 |
| C++                |          1 |          1 |          0 |          1 |          2 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                                                           | files      | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                                                              |        229 |     26,644 |      2,493 |      2,607 |     31,744 |
| budgetme_mobileapp                                                                                                                                                             |        188 |     17,518 |      2,263 |      2,175 |     21,956 |
| budgetme_mobileapp/android                                                                                                                                                     |         13 |        216 |         48 |         33 |        297 |
| budgetme_mobileapp/android/app                                                                                                                                                 |          9 |        170 |         47 |         22 |        239 |
| budgetme_mobileapp/android/app/src                                                                                                                                             |          7 |         65 |         44 |          9 |        118 |
| budgetme_mobileapp/android/app/src/debug                                                                                                                                       |          1 |          5 |          3 |          1 |          9 |
| budgetme_mobileapp/android/app/src/main                                                                                                                                        |          5 |         56 |         38 |          7 |        101 |
| budgetme_mobileapp/android/app/src/main/res                                                                                                                                    |          4 |         26 |         32 |          6 |         64 |
| budgetme_mobileapp/android/app/src/main/res/drawable                                                                                                                           |          1 |          4 |          7 |          2 |         13 |
| budgetme_mobileapp/android/app/src/main/res/drawable-v21                                                                                                                       |          1 |          4 |          7 |          2 |         13 |
| budgetme_mobileapp/android/app/src/main/res/values                                                                                                                             |          1 |          9 |          9 |          1 |         19 |
| budgetme_mobileapp/android/app/src/main/res/values-night                                                                                                                       |          1 |          9 |          9 |          1 |         19 |
| budgetme_mobileapp/android/app/src/profile                                                                                                                                     |          1 |          4 |          3 |          1 |          8 |
| budgetme_mobileapp/android/gradle                                                                                                                                              |          1 |          5 |          1 |          1 |          7 |
| budgetme_mobileapp/android/gradle/wrapper                                                                                                                                      |          1 |          5 |          1 |          1 |          7 |
| budgetme_mobileapp/ios                                                                                                                                                         |          8 |        235 |          2 |         11 |        248 |
| budgetme_mobileapp/ios/Runner                                                                                                                                                  |          7 |        228 |          2 |         11 |        241 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets                                                                                                                                  |          3 |        148 |          0 |          4 |        152 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                               |          1 |        122 |          0 |          1 |        123 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                             |          2 |         26 |          0 |          3 |         29 |
| budgetme_mobileapp/ios/Runner/Base.lproj                                                                                                                                       |          2 |         64 |          2 |          2 |         68 |
| budgetme_mobileapp/lib                                                                                                                                                         |         80 |     11,340 |      1,074 |        894 |     13,308 |
| budgetme_mobileapp/lib/l10n                                                                                                                                                    |         26 |      5,642 |        137 |        211 |      5,990 |
| budgetme_mobileapp/lib/src                                                                                                                                                     |         52 |      5,531 |        890 |        660 |      7,081 |
| budgetme_mobileapp/lib/src/config                                                                                                                                              |          7 |        714 |        105 |         65 |        884 |
| budgetme_mobileapp/lib/src/config/themes                                                                                                                                       |          5 |        632 |         87 |         40 |        759 |
| budgetme_mobileapp/lib/src/config/themes/dark_theme                                                                                                                            |          2 |        263 |         35 |         17 |        315 |
| budgetme_mobileapp/lib/src/config/themes/light_theme                                                                                                                           |          2 |        262 |         35 |         17 |        314 |
| budgetme_mobileapp/lib/src/lang                                                                                                                                                |          2 |        285 |         14 |         83 |        382 |
| budgetme_mobileapp/lib/src/models                                                                                                                                              |          3 |        224 |         67 |         52 |        343 |
| budgetme_mobileapp/lib/src/providers                                                                                                                                           |          5 |         34 |         85 |         19 |        138 |
| budgetme_mobileapp/lib/src/repositories                                                                                                                                        |          3 |        165 |         55 |         58 |        278 |
| budgetme_mobileapp/lib/src/services                                                                                                                                            |          2 |         67 |         34 |         17 |        118 |
| budgetme_mobileapp/lib/src/ui                                                                                                                                                  |         30 |      4,042 |        530 |        366 |      4,938 |
| budgetme_mobileapp/lib/src/ui/components                                                                                                                                       |          8 |        910 |        145 |         82 |      1,137 |
| budgetme_mobileapp/lib/src/ui/views                                                                                                                                            |         22 |      3,132 |        385 |        284 |      3,801 |
| budgetme_mobileapp/lib/src/ui/views/adjust_monthly_spending_limit_view                                                                                                         |          1 |        122 |         17 |          9 |        148 |
| budgetme_mobileapp/lib/src/ui/views/all_goals_view                                                                                                                             |          3 |        362 |         51 |         28 |        441 |
| budgetme_mobileapp/lib/src/ui/views/all_goals_view/components                                                                                                                  |          2 |        194 |         34 |         13 |        241 |
| budgetme_mobileapp/lib/src/ui/views/create_goal_view                                                                                                                           |          7 |      1,405 |        123 |        131 |      1,659 |
| budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views                                                                                                        |          5 |        964 |         87 |         82 |      1,133 |
| budgetme_mobileapp/lib/src/ui/views/create_goal_view/components                                                                                                                |          1 |        352 |         17 |         34 |        403 |
| budgetme_mobileapp/lib/src/ui/views/goal_view                                                                                                                                  |          7 |        884 |        126 |         84 |      1,094 |
| budgetme_mobileapp/lib/src/ui/views/goal_view/components                                                                                                                       |          6 |        737 |        103 |         65 |        905 |
| budgetme_mobileapp/lib/src/ui/views/profile_view                                                                                                                               |          3 |        269 |         51 |         21 |        341 |
| budgetme_mobileapp/lib/src/ui/views/profile_view/components                                                                                                                    |          2 |        198 |         34 |         12 |        244 |
| budgetme_mobileapp/lib/src/ui/views/transaction_history_view                                                                                                                   |          1 |         90 |         17 |         11 |        118 |
| budgetme_mobileapp/packages                                                                                                                                                    |         82 |      5,570 |      1,071 |      1,188 |      7,829 |
| budgetme_mobileapp/packages/gsheet_to_arb                                                                                                                                      |         39 |      2,333 |        224 |        555 |      3,112 |
| budgetme_mobileapp/packages/gsheet_to_arb/bin                                                                                                                                  |          1 |         57 |          5 |         19 |         81 |
| budgetme_mobileapp/packages/gsheet_to_arb/doc                                                                                                                                  |          1 |         42 |          0 |          8 |         50 |
| budgetme_mobileapp/packages/gsheet_to_arb/example                                                                                                                              |         12 |        519 |         59 |         77 |        655 |
| budgetme_mobileapp/packages/gsheet_to_arb/example/lib                                                                                                                          |          9 |        476 |         54 |         64 |        594 |
