Date : 2022-08-07 00:10:50
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme
Total : 260 files,  27112 codes, 3324 comments, 2934 blanks, all 33370 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| Dart               |        145 |     12,429 |      2,506 |      2,158 |     17,093 |
| JSON               |         26 |      8,633 |          0 |          7 |      8,640 |
| JavaScript         |          4 |      2,857 |        178 |        303 |      3,338 |
| Markdown           |         22 |      1,733 |          1 |        218 |      1,952 |
| Svelte             |         23 |        756 |        395 |         80 |      1,231 |
| YAML               |          9 |        207 |         78 |         50 |        335 |
| Groovy             |          4 |        141 |          1 |         30 |        172 |
| XML                |         10 |        139 |         46 |         12 |        197 |
| Python             |          3 |         86 |         25 |         40 |        151 |
| CSS                |          2 |         39 |         19 |          8 |         66 |
| Java               |          2 |         24 |         11 |          8 |         43 |
| Swift              |          1 |         17 |          0 |          6 |         23 |
| HTML               |          1 |         17 |          0 |          1 |         18 |
| JSON with Comments |          1 |         15 |          8 |          0 |         23 |
| TypeScript         |          4 |         10 |         55 |         10 |         75 |
| Properties         |          2 |          8 |          1 |          2 |         11 |
| C++                |          1 |          1 |          0 |          1 |          2 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                                                           | files      | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                                                              |        260 |     27,112 |      3,324 |      2,934 |     33,370 |
| .vscodecounter                                                                                                                                                                 |         15 |      1,411 |          0 |         78 |      1,489 |
| .vscodecounter/2022-07-12_14-51-29                                                                                                                                             |          5 |        370 |          0 |         26 |        396 |
| .vscodecounter/2022-07-13_15-29-37                                                                                                                                             |          5 |        462 |          0 |         26 |        488 |
| .vscodecounter/2022-08-06_01-41-55                                                                                                                                             |          5 |        579 |          0 |         26 |        605 |
| budgetme_mobileapp                                                                                                                                                             |        205 |     17,030 |      2,660 |      2,408 |     22,098 |
| budgetme_mobileapp/android                                                                                                                                                     |         17 |        366 |         57 |         50 |        473 |
| budgetme_mobileapp/android/app                                                                                                                                                 |          9 |        263 |         45 |         24 |        332 |
| budgetme_mobileapp/android/app/src                                                                                                                                             |          7 |         71 |         44 |          9 |        124 |
| budgetme_mobileapp/android/app/src/debug                                                                                                                                       |          1 |          5 |          3 |          1 |          9 |
| budgetme_mobileapp/android/app/src/main                                                                                                                                        |          5 |         62 |         38 |          7 |        107 |
| budgetme_mobileapp/android/app/src/main/res                                                                                                                                    |          4 |         26 |         32 |          6 |         64 |
| budgetme_mobileapp/android/app/src/main/res/drawable                                                                                                                           |          1 |          4 |          7 |          2 |         13 |
| budgetme_mobileapp/android/app/src/main/res/drawable-v21                                                                                                                       |          1 |          4 |          7 |          2 |         13 |
| budgetme_mobileapp/android/app/src/main/res/values                                                                                                                             |          1 |          9 |          9 |          1 |         19 |
| budgetme_mobileapp/android/app/src/main/res/values-night                                                                                                                       |          1 |          9 |          9 |          1 |         19 |
| budgetme_mobileapp/android/app/src/profile                                                                                                                                     |          1 |          4 |          3 |          1 |          8 |
| budgetme_mobileapp/android/gradle                                                                                                                                              |          1 |          5 |          1 |          1 |          7 |
| budgetme_mobileapp/android/gradle/wrapper                                                                                                                                      |          1 |          5 |          1 |          1 |          7 |
| budgetme_mobileapp/android/mylibrary                                                                                                                                           |          4 |         57 |         11 |         15 |         83 |
| budgetme_mobileapp/android/mylibrary/src                                                                                                                                       |          3 |         28 |         11 |          9 |         48 |
| budgetme_mobileapp/android/mylibrary/src/androidTest                                                                                                                           |          1 |         15 |          6 |          5 |         26 |
| budgetme_mobileapp/android/mylibrary/src/androidTest/java                                                                                                                      |          1 |         15 |          6 |          5 |         26 |
| budgetme_mobileapp/android/mylibrary/src/androidTest/java/com                                                                                                                  |          1 |         15 |          6 |          5 |         26 |
| budgetme_mobileapp/android/mylibrary/src/androidTest/java/com/example                                                                                                          |          1 |         15 |          6 |          5 |         26 |
| budgetme_mobileapp/android/mylibrary/src/androidTest/java/com/example/mylibrary                                                                                                |          1 |         15 |          6 |          5 |         26 |
| budgetme_mobileapp/android/mylibrary/src/main                                                                                                                                  |          1 |          4 |          0 |          1 |          5 |
| budgetme_mobileapp/android/mylibrary/src/test                                                                                                                                  |          1 |          9 |          5 |          3 |         17 |
| budgetme_mobileapp/android/mylibrary/src/test/java                                                                                                                             |          1 |          9 |          5 |          3 |         17 |
| budgetme_mobileapp/android/mylibrary/src/test/java/com                                                                                                                         |          1 |          9 |          5 |          3 |         17 |
| budgetme_mobileapp/android/mylibrary/src/test/java/com/example                                                                                                                 |          1 |          9 |          5 |          3 |         17 |
| budgetme_mobileapp/android/mylibrary/src/test/java/com/example/mylibrary                                                                                                       |          1 |          9 |          5 |          3 |         17 |
| budgetme_mobileapp/ios                                                                                                                                                         |          8 |        237 |          2 |         13 |        252 |
| budgetme_mobileapp/ios/Runner                                                                                                                                                  |          7 |        230 |          2 |         13 |        245 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets                                                                                                                                  |          3 |        148 |          0 |          4 |        152 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                               |          1 |        122 |          0 |          1 |        123 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                             |          2 |         26 |          0 |          3 |         29 |
| budgetme_mobileapp/ios/Runner/Base.lproj                                                                                                                                       |          2 |         64 |          2 |          2 |         68 |
| budgetme_mobileapp/lib                                                                                                                                                         |         84 |     10,497 |      1,401 |      1,052 |     12,950 |
| budgetme_mobileapp/lib/l10n                                                                                                                                                    |         25 |      4,407 |        187 |        246 |      4,840 |
| budgetme_mobileapp/lib/src                                                                                                                                                     |         57 |      5,874 |      1,147 |        761 |      7,782 |
| budgetme_mobileapp/lib/src/config                                                                                                                                              |          8 |        754 |        143 |         73 |        970 |
| budgetme_mobileapp/lib/src/config/themes                                                                                                                                       |          5 |        634 |         95 |         40 |        769 |
| budgetme_mobileapp/lib/src/config/themes/dark_theme                                                                                                                            |          2 |        264 |         38 |         17 |        319 |
| budgetme_mobileapp/lib/src/config/themes/light_theme                                                                                                                           |          2 |        262 |         38 |         17 |        317 |
| budgetme_mobileapp/lib/src/lang                                                                                                                                                |          2 |        296 |         55 |         89 |        440 |
| budgetme_mobileapp/lib/src/models                                                                                                                                              |          3 |        238 |         73 |         54 |        365 |
| budgetme_mobileapp/lib/src/providers                                                                                                                                           |          7 |         44 |        112 |         29 |        185 |
| budgetme_mobileapp/lib/src/repositories                                                                                                                                        |          4 |        182 |         65 |         72 |        319 |
| budgetme_mobileapp/lib/src/services                                                                                                                                            |          3 |         89 |         58 |         25 |        172 |
| budgetme_mobileapp/lib/src/ui                                                                                                                                                  |         30 |      4,271 |        641 |        419 |      5,331 |
| budgetme_mobileapp/lib/src/ui/components                                                                                                                                       |          9 |      1,090 |        192 |        106 |      1,388 |
| budgetme_mobileapp/lib/src/ui/views                                                                                                                                            |         21 |      3,181 |        449 |        313 |      3,943 |
| budgetme_mobileapp/lib/src/ui/views/adjust_monthly_spending_limit_view                                                                                                         |          1 |        122 |         20 |          9 |        151 |
| budgetme_mobileapp/lib/src/ui/views/create_goal_view                                                                                                                           |          7 |      1,448 |        156 |        143 |      1,747 |
| budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views                                                                                                        |          5 |      1,010 |        108 |         90 |      1,208 |
| budgetme_mobileapp/lib/src/ui/views/create_goal_view/components                                                                                                                |          1 |        362 |         26 |         37 |        425 |
| budgetme_mobileapp/lib/src/ui/views/dashboard_view                                                                                                                             |          3 |        379 |         62 |         31 |        472 |
| budgetme_mobileapp/lib/src/ui/views/dashboard_view/components                                                                                                                  |          2 |        203 |         41 |         16 |        260 |
