Date : 2022-07-05 00:05:27
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme
Total : 119 files,  9787 codes, 1171 comments, 802 blanks, all 11760 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| budgetme_mobileapp/lib/src/ui/views/create_goal_view/components                                                                                                                |          1 |        341 |         17 |         31 |        389 |
| budgetme_mobileapp/lib/src/ui/views/goal_view                                                                                                                                  |          7 |        860 |        126 |         79 |      1,065 |
| budgetme_mobileapp/lib/src/ui/views/goal_view/components                                                                                                                       |          6 |        724 |        103 |         61 |        888 |
| budgetme_mobileapp/lib/src/ui/views/profile_view                                                                                                                               |          3 |        256 |         51 |         18 |        325 |
| budgetme_mobileapp/lib/src/ui/views/profile_view/components                                                                                                                    |          2 |        187 |         34 |         10 |        231 |
| budgetme_mobileapp/lib/src/ui/views/transaction_history_view                                                                                                                   |          1 |         89 |         17 |         10 |        116 |
| budgetme_mobileapp/scripts                                                                                                                                                     |          2 |         49 |         17 |         25 |         91 |
| budgetme_website                                                                                                                                                               |         25 |      3,732 |         15 |         80 |      3,827 |
| budgetme_website/src                                                                                                                                                           |         14 |        436 |          5 |         45 |        486 |
| budgetme_website/src/lib                                                                                                                                                       |          9 |        372 |          3 |         27 |        402 |
| budgetme_website/src/lib/components                                                                                                                                            |          4 |        186 |          0 |         10 |        196 |
| budgetme_website/src/lib/elements                                                                                                                                              |          5 |        186 |          3 |         17 |        206 |
| budgetme_website/src/routes                                                                                                                                                    |          1 |          4 |          0 |          2 |          6 |
| build                                                                                                                                                                          |          2 |          2 |          0 |          0 |          2 |
| build/8d6e36f9407186d8e3653559a89fb824                                                                                                                                         |          2 |          2 |          0 |          0 |          2 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                                       | language           | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/.dart_tool/flutter_gen/gen_l10n/app_localizations.dart                                                         | Dart               |         49 |         67 |         19 |        135 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/.dart_tool/flutter_gen/gen_l10n/app_localizations_en.dart                                                      | Dart               |          6 |          1 |          6 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/.dart_tool/flutter_gen/gen_l10n/app_localizations_es.dart                                                      | Dart               |          6 |          1 |          6 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/.dart_tool/flutter_gen/pubspec.yaml                                                                            | YAML               |          2 |          1 |          1 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/README.md                                                                                                      | Markdown           |         28 |         34 |         26 |         88 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/_config.yml                                                                                 | YAML               |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/build.gradle                                                                    | Groovy             |         59 |          3 |         13 |         75 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/google-services.json                                                            | JSON               |         46 |          0 |          0 |         46 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/src/debug/AndroidManifest.xml                                                   | XML                |          5 |          3 |          1 |          9 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/src/main/AndroidManifest.xml                                                    | XML                |         30 |          6 |          1 |         37 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/src/main/res/drawable-v21/launch_background.xml                                 | XML                |          4 |          7 |          2 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/src/main/res/drawable/launch_background.xml                                     | XML                |          4 |          7 |          2 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/src/main/res/values-night/styles.xml                                            | XML                |          9 |          9 |          1 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/src/main/res/values/styles.xml                                                  | XML                |          9 |          9 |          1 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/app/src/profile/AndroidManifest.xml                                                 | XML                |          4 |          3 |          1 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/build.gradle                                                                        | Groovy             |         30 |          0 |          5 |         35 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/gradle.properties                                                                   | Properties         |          3 |          0 |          1 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/gradle/wrapper/gradle-wrapper.properties                                            | Properties         |          5 |          1 |          1 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/android/settings.gradle                                                                     | Groovy             |          8 |          0 |          4 |         12 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/ios/Runner/AppDelegate.swift                                                                | Swift              |         15 |          0 |          4 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json                                 | JSON               |        122 |          0 |          1 |        123 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json                               | JSON               |         23 |          0 |          1 |         24 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md                                   | Markdown           |          3 |          0 |          2 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/ios/Runner/Base.lproj/LaunchScreen.storyboard                                               | XML                |         36 |          1 |          1 |         38 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/ios/Runner/Base.lproj/Main.storyboard                                                       | XML                |         28 |          1 |          1 |         30 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/ios/Runner/Runner-Bridging-Header.h                                                         | C++                |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/ios/firebase_app_id_file.json                                                               | JSON               |          7 |          0 |          0 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/l10n.yaml                                                                                   | YAML               |          3 |          0 |          1 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/firebase_options.dart                                                                   | Dart               |         53 |         29 |          6 |         88 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_ar.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_de.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_en.arb                                                                         | JSON               |         55 |          0 |          1 |         56 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_es.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_fr.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_ja.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_ko.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_pt.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_ru.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_zh.arb                                                                         | JSON               |          3 |          0 |          0 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/main.dart                                                                               | Dart               |         99 |         31 |         17 |        147 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/config/constants.dart                                                               | Dart               |         63 |         18 |         22 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/config/themes/dark_theme/dark_color_palette.dart                                    | Dart               |        122 |         17 |         13 |        152 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/config/themes/dark_theme/dark_theme.dart                                            | Dart               |        141 |         18 |          4 |        163 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/config/themes/light_theme/light_color_palette.dart                                  | Dart               |        122 |         17 |         13 |        152 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/config/themes/light_theme/light_theme.dart                                          | Dart               |        140 |         18 |          4 |        162 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/config/themes/text_theme.dart                                                       | Dart               |        107 |         17 |          6 |        130 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/models/bm_notification.dart                                                         | Dart               |         41 |         19 |         14 |         74 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/models/goal.dart                                                                    | Dart               |        100 |         31 |         23 |        154 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/models/transaction.dart                                                             | Dart               |         68 |         17 |         13 |         98 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/providers/balance_repository_provider.dart                                          | Dart               |          5 |         17 |          3 |         25 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/providers/goal_repository_provider.dart                                             | Dart               |          6 |         17 |          3 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/providers/notification_service_provider.dart                                        | Dart               |          5 |         17 |          3 |         25 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/providers/theme_provider.dart                                                       | Dart               |         13 |         17 |          7 |         37 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/providers/unsplash_service_provider.dart                                            | Dart               |          5 |         17 |          3 |         25 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/repositories/balance_repository.dart                                                | Dart               |         85 |         17 |         28 |        130 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/repositories/goal_repository.dart                                                   | Dart               |         38 |         19 |         17 |         74 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/repositories/notifications_repository.dart                                          | Dart               |         42 |         19 |         13 |         74 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/services/notification_service.dart                                                  | Dart               |         53 |         17 |         12 |         82 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/services/unsplash_service.dart                                                      | Dart               |         14 |         17 |          5 |         36 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/back_button.dart                                                      | Dart               |         18 |         17 |          5 |         40 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/box_shadow.dart                                                       | Dart               |         24 |         17 |          5 |         46 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/close_button.dart                                                     | Dart               |         18 |         17 |          5 |         40 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/monthly_savings_card.dart                                             | Dart               |        105 |         17 |          6 |        128 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/primary_button.dart                                                   | Dart               |        228 |         17 |         28 |        273 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/show_purchase_pro_bottom_sheet.dart                                   | Dart               |        115 |         17 |          4 |        136 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/time_left_card.dart                                                   | Dart               |        302 |         17 |         17 |        336 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/transaction_card.dart                                                 | Dart               |         92 |         24 |          7 |        123 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/adjust_monthly_spending_limit_view/adjust_monthly_spending_limit_view.dart | Dart               |        121 |         17 |          8 |        146 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/all_goals_view/all_goals_view.dart                                         | Dart               |        166 |         17 |         14 |        197 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/all_goals_view/components/add_goal_button.dart                             | Dart               |         33 |         17 |          6 |         56 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/all_goals_view/components/goal_card.dart                                   | Dart               |        161 |         17 |          7 |        185 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_five.dart                         | Dart               |        193 |         17 |         18 |        228 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_four.dart                         | Dart               |        215 |         17 |         15 |        247 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_one.dart                          | Dart               |        205 |         19 |         16 |        240 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_three.dart                        | Dart               |        193 |         17 |         14 |        224 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_two.dart                          | Dart               |        151 |         17 |         14 |        182 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/components/show_image_selection_bottom_sheet.dart         | Dart               |        341 |         17 |         31 |        389 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/create_goal_view.dart                                     | Dart               |         87 |         19 |         15 |        121 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/add_money_button.dart                                 | Dart               |         46 |         17 |         10 |         73 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/goal_progress_card.dart                               | Dart               |         92 |         17 |          6 |        115 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/goal_view_header.dart                                 | Dart               |         87 |         18 |          5 |        110 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/show_add_money_bottom_sheet.dart                      | Dart               |        291 |         17 |         30 |        338 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/show_goal_settings_bottom_sheet.dart                  | Dart               |        124 |         17 |          4 |        145 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/transaction_history_section.dart                      | Dart               |         84 |         17 |          6 |        107 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/goal_view.dart                                                   | Dart               |        136 |         23 |         18 |        177 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/profile_view/components/purchase_pro_card.dart                             | Dart               |         52 |         17 |          5 |         74 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/profile_view/components/settings_section.dart                              | Dart               |        135 |         17 |          5 |        157 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/profile_view/profile_view.dart                                             | Dart               |         69 |         17 |          8 |         94 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/transaction_history_view/transaction_history_view.dart                     | Dart               |         89 |         17 |         10 |        116 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/pubspec.yaml                                                                                | YAML               |         81 |         51 |         22 |        154 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/scripts/git_committer.py                                                                    | Python             |         23 |          9 |         12 |         44 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/scripts/license_tool.py                                                                     | Python             |         26 |          8 |         13 |         47 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/README.md                                                                                     | Markdown           |         28 |          0 |         21 |         49 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/index.html                                                                                    | HTML               |         13 |          0 |          1 |         14 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/package-lock.json                                                                             | JSON               |      3,151 |          0 |          1 |      3,152 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/package.json                                                                                  | JSON               |         30 |          0 |          1 |         31 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/postcss.config.cjs                                                                            | JavaScript         |          6 |          0 |          1 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/rollup.config.js                                                                              | JavaScript         |         10 |          0 |          2 |         12 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/App.svelte                                                                                | Svelte             |         17 |          0 |          5 |         22 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/app.css                                                                                   | CSS                |         38 |          0 |          7 |         45 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/components/About.svelte                                                               | Svelte             |          8 |          0 |          2 |         10 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/components/Home.svelte                                                                | Svelte             |        162 |          0 |          4 |        166 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/components/PrivacyPolicy.svelte                                                       | Svelte             |          8 |          0 |          2 |         10 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/components/Support.svelte                                                             | Svelte             |          8 |          0 |          2 |         10 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/elements/AppStoreDownloadButton.svelte                                                | Svelte             |          7 |          0 |          1 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/elements/GooglePlayDownloadButton.svelte                                              | Svelte             |          7 |          0 |          1 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/elements/HeroSection.svelte                                                           | Svelte             |         33 |          0 |          2 |         35 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/elements/Logo.svelte                                                                  | Svelte             |          4 |          0 |          1 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/elements/Navbar.svelte                                                                | Svelte             |        135 |          3 |         12 |        150 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/main.ts                                                                                   | TypeScript         |          5 |          0 |          3 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/routes/__layout.svelte                                                                    | Svelte             |          4 |          0 |          2 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/vite-env.d.ts                                                                             | TypeScript         |          0 |          2 |          1 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/svelte.config.js                                                                              | JavaScript         |          5 |          2 |          2 |          9 |
