Date : 2022-07-10 14:55:12
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme
Total : 153 files,  12020 codes, 1140 comments, 1462 blanks, all 14622 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/.dart_tool/flutter_gen/gen_l10n/app_localizations_es.dart                                                      | Dart     |         -6 |         -1 |         -6 |        -13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/.dart_tool/flutter_gen/pubspec.yaml                                                                            | YAML     |         -2 |         -1 |         -1 |         -4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_ar.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_de.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_en.arb                                                                         | JSON     |        -55 |          0 |         -1 |        -56 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_es.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_fr.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_ja.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_ko.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_pt.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_ru.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/app_zh.arb                                                                         | JSON     |         -3 |          0 |          0 |         -3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_ar.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_de.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_en.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_es.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_fr.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_he.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_ja.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_ko.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_pt.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_ru.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/intl_messages_zh.arb                                                               | JSON     |        404 |          0 |          1 |        405 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_all.dart                                                                  | Dart     |         84 |         11 |         10 |        105 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_ar.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_de.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_en.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_es.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_fr.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_he.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_ja.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_ko.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_messages.dart                                                             | Dart     |         78 |          9 |         12 |         99 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_messages_ar.dart                                                          | Dart     |         78 |          9 |         12 |         99 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_messages_en.dart                                                          | Dart     |         78 |          9 |         12 |         99 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_pt.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_ru.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/l10n/messages_zh.dart                                                                   | Dart     |         80 |          9 |         14 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/main.dart                                                                               | Dart     |         16 |        -14 |          0 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/config/constants.dart                                                               | Dart     |         12 |          0 |          2 |         14 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/config/extensions.dart                                                              | Dart     |          5 |          0 |          1 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/lang/budgetme_localizations.dart                                                    | Dart     |        272 |         14 |         76 |        362 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/lang/budgetme_localizations_delegate.dart                                           | Dart     |         13 |          0 |          7 |         20 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/back_button.dart                                                      | Dart     |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/monthly_savings_card.dart                                             | Dart     |          7 |          1 |          1 |          9 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/show_purchase_pro_bottom_sheet.dart                                   | Dart     |         -6 |          1 |          3 |         -2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/components/time_left_card.dart                                                   | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/adjust_monthly_spending_limit_view/adjust_monthly_spending_limit_view.dart | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/all_goals_view/all_goals_view.dart                                         | Dart     |          3 |          0 |          1 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_five.dart                         | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_four.dart                         | Dart     |          3 |          0 |          1 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_one.dart                          | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_three.dart                        | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/bottom_sheet_views/view_two.dart                          | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/create_goal_view/components/show_image_selection_bottom_sheet.dart         | Dart     |          2 |          0 |          2 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/goal_progress_card.dart                               | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/goal_view_header.dart                                 | Dart     |          5 |          0 |          0 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/show_add_money_bottom_sheet.dart                      | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/show_goal_settings_bottom_sheet.dart                  | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/goal_view/components/transaction_history_section.dart                      | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/profile_view/components/purchase_pro_card.dart                             | Dart     |          5 |          0 |          1 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/profile_view/components/settings_section.dart                              | Dart     |          6 |          0 |          1 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/profile_view/profile_view.dart                                             | Dart     |          2 |          0 |          1 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/transaction_history_view/transaction_history_view.dart                     | Dart     |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/CHANGELOG.md                                                         | Markdown |         31 |          0 |         21 |         52 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/README.md                                                            | Markdown |         93 |          0 |         34 |        127 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/analysis_options.yaml                                                | YAML     |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/bin/import.dart                                                      | Dart     |         57 |          5 |         19 |         81 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/doc/Authentication.md                                                | Markdown |         42 |          0 |          8 |         50 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/README.md                                                    | Markdown |         13 |          0 |          5 |         18 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/l10n/_messages_all.dart                                  | Dart     |         52 |         10 |         10 |         72 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/l10n/_messages_de.dart                                   | Dart     |         29 |          9 |         11 |         49 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/l10n/_messages_en.dart                                   | Dart     |         29 |          9 |         11 |         49 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/l10n/_messages_pl.dart                                   | Dart     |         29 |          9 |         11 |         49 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/l10n/intl_de.arb                                         | JSON     |         93 |          0 |          0 |         93 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/l10n/intl_en.arb                                         | JSON     |         93 |          0 |          0 |         93 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/l10n/intl_pl.arb                                         | JSON     |         93 |          0 |          0 |         93 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/l10n/l10n.dart                                           | Dart     |         40 |         16 |         12 |         68 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/lib/main.dart                                                | Dart     |         18 |          1 |          9 |         28 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/pubspec.yaml                                                 | YAML     |         22 |          0 |          5 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/example/test/tests.dart                                              | Dart     |          8 |          5 |          3 |         16 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/gsheet_to_arb.dart                                               | Dart     |          5 |          5 |          3 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/arb/arb.dart                                                 | Dart     |        105 |          6 |         26 |        137 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/arb/arb_serializer.dart                                      | Dart     |         33 |          5 |          9 |         47 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/config/plugin_config.dart                                    | Dart     |        163 |         23 |         58 |        244 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/config/plugin_config.g.dart                                  | Dart     |        117 |          4 |         19 |        140 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/config/plugin_config_manager.dart                            | Dart     |         80 |          5 |         18 |        103 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/dart/_icu_parser.dart                                        | Dart     |         55 |          9 |         18 |         82 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/dart/_intl_translation_generator.dart                        | Dart     |         77 |         23 |         22 |        122 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/dart/arb_to_dart_generator.dart                              | Dart     |        231 |          9 |         43 |        283 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/gsheet/ghseet_importer.dart                                  | Dart     |         98 |          4 |         28 |        130 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/gsheet_to_arb.dart                                           | Dart     |         31 |          4 |         12 |         47 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/parser/_common_parser.dart                                   | Dart     |        140 |          5 |         25 |        170 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/parser/_gender_parser.dart                                   | Dart     |         31 |          3 |          9 |         43 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/parser/_plurals_parser.dart                                  | Dart     |         37 |          3 |          9 |         49 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/parser/translation_parser.dart                               | Dart     |        133 |         15 |         31 |        179 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/translation_document.dart                                    | Dart     |         22 |          0 |          5 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/utils/file_utils.dart                                        | Dart     |         30 |          5 |          7 |         42 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/utils/log.dart                                               | Dart     |         66 |          5 |         21 |         92 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/lib/src/utils/yaml_utils.dart                                        | Dart     |         91 |          4 |         19 |        114 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/pubspec.yaml                                                         | YAML     |         30 |          0 |          6 |         36 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/test/arb/arb_utils_test.dart                                         | Dart     |          8 |         18 |          4 |         30 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/gsheet_to_arb/test/gsheet_to_arb_test.dart                                         | Dart     |          7 |          5 |          4 |         16 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/intl_generator/CHANGELOG.md                                                        | Markdown |          9 |          0 |          5 |         14 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/intl_generator/README.md                                                           | Markdown |         42 |          0 |         15 |         57 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/intl_generator/bin/extract_to_arb.dart                                             | Dart     |         86 |          6 |          7 |         99 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/intl_generator/bin/generate_from_arb.dart                                          | Dart     |        126 |         40 |         21 |        187 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/intl_generator/bin/make_examples_const.dart                                        | Dart     |         58 |          9 |          8 |         75 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/intl_generator/bin/rewrite_intl_messages.dart                                      | Dart     |         55 |         11 |          7 |         73 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/intl_generator/lib/extract_messages.dart                                           | Dart     |        425 |        147 |         78 |        650 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/packages/intl_generator/lib/generate_localized.dart                                         | Dart     |        306 |        130 |         70 |        506 |
