Date : 2022-07-12 14:12:49
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/budgetme
Total : 250 files,  26705 codes, 2534 comments, 2764 blanks, all 32003 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| Dart               |        134 |     11,801 |      2,189 |      2,003 |     15,993 |
| JSON               |         28 |      8,464 |          0 |          7 |      8,471 |
| JavaScript         |          4 |      2,857 |        178 |        303 |      3,338 |
| Markdown           |         29 |      2,268 |         31 |        268 |      2,567 |
| Svelte             |         23 |        756 |          4 |         65 |        825 |
| YAML               |          6 |        179 |         51 |         38 |        268 |
| XML                |          9 |        129 |         46 |         11 |        186 |
| Groovy             |          3 |         97 |          3 |         22 |        122 |
| Python             |          2 |         49 |         17 |         25 |         91 |
| CSS                |          2 |         39 |          2 |          7 |         48 |
| HTML               |          1 |         17 |          0 |          1 |         18 |
| JSON with Comments |          1 |         15 |          8 |          0 |         23 |
| Swift              |          1 |         15 |          0 |          4 |         19 |
| TypeScript         |          4 |         10 |          4 |          7 |         21 |
| Properties         |          2 |          8 |          1 |          2 |         11 |
| C++                |          1 |          1 |          0 |          1 |          2 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                                                           | files      | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                                                              |        250 |     26,705 |      2,534 |      2,764 |     32,003 |
| .vscodecounter                                                                                                                                                                 |         25 |      1,982 |          0 |        130 |      2,112 |
| .vscodecounter/2022-07-06_02-52-35                                                                                                                                             |          5 |        275 |          0 |         26 |        301 |
| .vscodecounter/2022-07-08_20-10-55                                                                                                                                             |          5 |        296 |          0 |         26 |        322 |
| .vscodecounter/2022-07-10_14-55-12                                                                                                                                             |          5 |        581 |          0 |         26 |        607 |
| .vscodecounter/2022-07-11_13-30-03                                                                                                                                             |          5 |        443 |          0 |         26 |        469 |
| .vscodecounter/2022-07-11_13-50-59                                                                                                                                             |          5 |        387 |          0 |         26 |        413 |
| budgetme_mobileapp                                                                                                                                                             |        185 |     16,090 |      2,307 |      2,200 |     20,597 |
| budgetme_mobileapp/android                                                                                                                                                     |         13 |        216 |         48 |         33 |        297 |
| budgetme_mobileapp/android/app                                                                                                                                                 |          9 |        170 |         47 |         22 |        239 |
| budgetme_mobileapp/android/app/src                                                                                                                                             |          7 |         65 |         44 |          9 |        118 |
| budgetme_mobileapp/android/app/src/debug                                                                                                                                       |          1 |          5 |          3 |          1 |          9 |
| budgetme_mobileapp/android/app/src/main                                                                                                                                        |          5 |         56 |         38 |          7 |        101 |
| budgetme_mobileapp/android/app/src/main/res                                                                                                                                    |          4 |         26 |         32 |          6 |         64 |
| budgetme_mobileapp/android/app/src/main/res/drawable                                                                                                                           |          1 |          4 |          7 |          2 |         13 |
| budgetme_mobileapp/android/app/src/main/res/drawable-v21                                                                                                                       |          1 |          4 |          7 |          2 |         13 |
| budgetme_mobileapp/android/app/src/main/res/values                                                                                                                             |          1 |          9 |          9 |          1 |         19 |
| budgetme_mobileapp/android/app/src/main/res/values-night                                                                                                                       |          1 |          9 |          9 |          1 |         19 |
| budgetme_mobileapp/android/app/src/profile                                                                                                                                     |          1 |          4 |          3 |          1 |          8 |
| budgetme_mobileapp/android/gradle                                                                                                                                              |          1 |          5 |          1 |          1 |          7 |
| budgetme_mobileapp/android/gradle/wrapper                                                                                                                                      |          1 |          5 |          1 |          1 |          7 |
| budgetme_mobileapp/ios                                                                                                                                                         |          8 |        235 |          2 |         11 |        248 |
| budgetme_mobileapp/ios/Runner                                                                                                                                                  |          7 |        228 |          2 |         11 |        241 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets                                                                                                                                  |          3 |        148 |          0 |          4 |        152 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                               |          1 |        122 |          0 |          1 |        123 |
| budgetme_mobileapp/ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                             |          2 |         26 |          0 |          3 |         29 |
| budgetme_mobileapp/ios/Runner/Base.lproj                                                                                                                                       |          2 |         64 |          2 |          2 |         68 |
| budgetme_mobileapp/lib                                                                                                                                                         |         78 |      9,913 |      1,118 |        919 |     11,950 |
| budgetme_mobileapp/lib/l10n                                                                                                                                                    |         24 |      4,199 |        177 |        231 |      4,607 |
| budgetme_mobileapp/lib/src                                                                                                                                                     |         52 |      5,548 |        890 |        664 |      7,102 |
| budgetme_mobileapp/lib/src/config                                                                                                                                              |          7 |        706 |        105 |         64 |        875 |
| budgetme_mobileapp/lib/src/config/themes                                                                                                                                       |          5 |        632 |         87 |         40 |        759 |
| budgetme_mobileapp/lib/src/config/themes/dark_theme                                                                                                                            |          2 |        263 |         35 |         17 |        315 |
| budgetme_mobileapp/lib/src/config/themes/light_theme                                                                                                                           |          2 |        262 |         35 |         17 |        314 |
| budgetme_mobileapp/lib/src/lang                                                                                                                                                |          2 |        293 |         14 |         85 |        392 |
